Province/State;Country/Region;Lat;Long;date;recovred
Chongqing;China;30.0572;107.874;2020-11-18;583
Fujian;China;26.0789;117.9874;2020-11-18;431
Gansu;China;35.7518;104.2861;2020-11-18;177
Guangdong;China;23.3417;113.4244;2020-11-18;1933
Guangxi;China;23.8298;108.7881;2020-11-18;258
Guizhou;China;26.8154;106.8748;2020-11-18;145
Hainan;China;19.1959;109.7453;2020-11-18;165
Hebei;China;37.8957;114.9042;2020-11-18;363
Heilongjiang;China;47.861999999999995;127.7615;2020-11-18;936
Henan;China;33.882;113.61399999999999;2020-11-18;1261
Hong Kong;China;22.3;114.2;2020-11-18;5224
Hubei;China;30.9756;112.2707;2020-11-18;63628
Hunan;China;27.6104;111.7088;2020-11-18;1015
Inner Mongolia;China;44.0935;113.9448;2020-11-18;287
Jiangsu;China;32.9711;119.455;2020-11-18;668
Jiangxi;China;27.614;115.7221;2020-11-18;934
Jilin;China;43.6661;126.1923;2020-11-18;155
Liaoning;China;41.2956;122.6085;2020-11-18;281
Macau;China;22.1667;113.55;2020-11-18;46
Ningxia;China;37.2692;106.1655;2020-11-18;75
Qinghai;China;35.7452;95.9956;2020-11-18;18
Shaanxi;China;35.1917;108.8701;2020-11-18;443
Shandong;China;36.3427;118.1498;2020-11-18;841
Shanghai;China;31.201999999999998;121.4491;2020-11-18;1215
Shanxi;China;37.5777;112.2922;2020-11-18;213
Sichuan;China;30.6171;102.7103;2020-11-18;743
Tianjin;China;39.3054;117.323;2020-11-18;275
Tibet;China;31.6927;88.0924;2020-11-18;1
Xinjiang;China;41.1129;85.2401;2020-11-18;973
Yunnan;China;24.974;101.48700000000001;2020-11-18;210
Zhejiang;China;29.1832;120.0934;2020-11-18;1283
;Colombia;4.5709;-74.2973;2020-11-18;1125184
;Comoros;-11.6455;43.3333;2020-11-18;558
;Congo (Brazzaville);-0.228;15.8277;2020-11-18;3887
;Congo (Kinshasa);-4.0383;21.7587;2020-11-18;11190
;Costa Rica;9.7489;-83.7534;2020-11-18;78238
;Cote d'Ivoire;7.54;-5.5471;2020-11-18;20712
;Croatia;45.1;15.2;2020-11-18;72673
;Cuba;21.521757;-77.78116700000001;2020-11-18;7172
;Cyprus;35.1264;33.4299;2020-11-18;2021
;Czechia;49.8175;15.472999999999999;2020-11-18;367574
Faroe Islands;Denmark;61.8926;-6.9118;2020-11-18;495
Greenland;Denmark;71.7069;-42.6043;2020-11-18;17
;Denmark;56.2639;9.5018;2020-11-18;51217
;Diamond Princess;0.0;0.0;2020-11-18;659
;Djibouti;11.8251;42.5903;2020-11-18;5549
;Dominica;15.415;-61.371;2020-11-18;41
;Dominican Republic;18.7357;-70.1627;2020-11-18;110871
;Ecuador;-1.8312;-78.1834;2020-11-18;160639
;Egypt;26.820553000000004;30.802497999999996;2020-11-18;101421
;El Salvador;13.7942;-88.8965;2020-11-18;33517
;Equatorial Guinea;1.6508;10.2679;2020-11-18;4975
;Eritrea;15.1794;39.7823;2020-11-18;451
;Estonia;58.5953;25.0136;2020-11-18;5120
;Eswatini;-26.5225;31.4659;2020-11-18;5826
;Ethiopia;9.145;40.4897;2020-11-18;64593
;Fiji;-17.7134;178.065;2020-11-18;32
;Finland;61.92411;25.748151;2020-11-18;15300
French Guiana;France;3.9339;-53.1258;2020-11-18;9995
French Polynesia;France;-17.6797;149.4068;2020-11-18;4842
Guadeloupe;France;16.265;-61.551;2020-11-18;2242
Martinique;France;14.6415;-61.0242;2020-11-18;98
Mayotte;France;-12.8275;45.166244;2020-11-18;2964
New Caledonia;France;-20.904304999999997;165.618042;2020-11-18;29
Reunion;France;-21.1151;55.5364;2020-11-18;5928
Saint Barthelemy;France;17.9;-62.8333;2020-11-18;94
Saint Pierre and Miquelon;France;46.8852;-56.3159;2020-11-18;12
St Martin;France;18.0708;-63.0501;2020-11-18;598
;France;46.2276;2.2137;2020-11-18;124164
;Gabon;-0.8037;11.6094;2020-11-18;8957
;Gambia;13.4432;-15.3101;2020-11-18;3578
;Georgia;42.3154;43.3569;2020-11-18;71468
;Germany;51.165690999999995;10.451526;2020-11-18;554272
;Ghana;7.9465;-1.0232;2020-11-18;48710
;Greece;39.0742;21.8243;2020-11-18;23074
;Grenada;12.1165;-61.678999999999995;2020-11-18;30
;Guatemala;15.7835;-90.2308;2020-11-18;105708
;Guinea;9.9456;-9.6966;2020-11-18;11689
;Guinea-Bissau;11.8037;-15.1804;2020-11-18;2286
;Guyana;4.860416000000001;-58.93018000000001;2020-11-18;3962
;Haiti;18.9712;-72.2852;2020-11-18;7820
;Holy See;41.9029;12.4534;2020-11-18;15
;Honduras;15.2;-86.2419;2020-11-18;45082
;Hungary;47.1625;19.5033;2020-11-18;34846
;Iceland;64.9631;-19.0208;2020-11-18;4934
;India;20.593684;78.96288;2020-11-18;8383602
;Indonesia;-0.7893;113.9213;2020-11-18;402347
;Iran;32.427908;53.68804599999999;2020-11-18;576983
;Iraq;33.223191;43.679291;2020-11-18;455176
;Ireland;53.1424;-7.6921;2020-11-18;23364
;Israel;31.046051000000002;34.851612;2020-11-18;315318
;Italy;41.87194;12.56738;2020-11-18;481967
;Jamaica;18.1096;-77.2975;2020-11-18;5369
;Japan;36.204824;138.252924;2020-11-18;104837
;Jordan;31.24;36.51;2020-11-18;94896
;Kazakhstan;48.0196;66.9237;2020-11-18;140891
;Kenya;-0.0236;37.9062;2020-11-18;49878
;Korea, South;35.907757000000004;127.766922;2020-11-18;26098
;Kosovo;42.602636;20.902977;2020-11-18;18347
;Kuwait;29.311659999999996;47.481766;2020-11-18;129839
;Kyrgyzstan;41.20438;74.766098;2020-11-18;58846
;Laos;19.856270000000002;102.495496;2020-11-18;23
;Latvia;56.8796;24.6032;2020-11-18;1557
;Lebanon;33.8547;35.8623;2020-11-18;62528
;Lesotho;-29.61;28.2336;2020-11-18;1273
;Liberia;6.4280550000000005;-9.429499;2020-11-18;1328
;Libya;26.3351;17.228331;2020-11-18;46127
;Liechtenstein;47.14;9.55;2020-11-18;841
;Lithuania;55.1694;23.8813;2020-11-18;9362
;Luxembourg;49.8153;6.1296;2020-11-18;18504
;MS Zaandam;0.0;0.0;2020-11-18;0
;Madagascar;-18.766947000000002;46.869107;2020-11-18;16592
;Malawi;-13.2543;34.3015;2020-11-18;5434
;Malaysia;4.210483999999999;101.97576600000001;2020-11-18;37254
;Maldives;3.2028;73.2207;2020-11-18;11406
;Mali;17.570692;-3.9961660000000006;2020-11-18;2983
;Malta;35.9375;14.3754;2020-11-18;6184
;Marshall Islands;7.1315;171.1845;2020-11-18;1
;Mauritania;21.0079;-10.9408;2020-11-18;7553
;Mauritius;-20.348404000000002;57.552152;2020-11-18;433
;Mexico;23.6345;-102.5528;2020-11-18;762025
;Moldova;47.4116;28.3699;2020-11-18;74229
;Monaco;43.7333;7.4167;2020-11-18;487
;Mongolia;46.8625;103.8467;2020-11-18;329
;Montenegro;42.708678000000006;19.37439;2020-11-18;18410
;Morocco;31.7917;-7.0926;2020-11-18;253351
;Mozambique;-18.6657;35.5296;2020-11-18;12754
;Namibia;-22.9576;18.4904;2020-11-18;13152
;Nepal;28.1667;84.25;2020-11-18;182780
Aruba;Netherlands;12.5211;-69.9683;2020-11-18;4558
Bonaire, Sint Eustatius and Saba;Netherlands;12.1784;-68.2385;2020-11-18;151
Curacao;Netherlands;12.1696;-68.99;2020-11-18;953
Sint Maarten;Netherlands;18.0425;-63.0548;2020-11-18;874
;Netherlands;52.1326;5.2913;2020-11-18;0
;New Zealand;-40.9006;174.886;2020-11-18;1948
;Nicaragua;12.865416;-85.207229;2020-11-18;4225
;Niger;17.607789;8.081666;2020-11-18;1151
;Nigeria;9.082;8.6753;2020-11-18;61457
;North Macedonia;41.6086;21.7453;2020-11-18;29583
;Norway;60.472;8.4689;2020-11-18;17998
;Oman;21.512583;55.923255000000005;2020-11-18;112014
;Pakistan;30.3753;69.3451;2020-11-18;326674
;Panama;8.538;-80.7821;2020-11-18;129755
;Papua New Guinea;-6.314993;143.95555;2020-11-18;586
;Paraguay;-23.4425;-58.4438;2020-11-18;52608
;Peru;-9.19;-75.0152;2020-11-18;867306
;Philippines;12.879721;121.77401699999999;2020-11-18;374666
;Poland;51.9194;19.1451;2020-11-18;342883
;Portugal;39.3999;-8.2245;2020-11-18;153702
;Qatar;25.3548;51.1839;2020-11-18;133473
;Romania;45.9432;24.9668;2020-11-18;261387
;Russia;61.52401;105.31875600000001;2020-11-18;1489893
;Rwanda;-1.9403;29.8739;2020-11-18;5087
;Saint Kitts and Nevis;17.357822;-62.782998;2020-11-18;19
;Saint Lucia;13.9094;-60.9789;2020-11-18;60
;Saint Vincent and the Grenadines;12.9843;-61.2872;2020-11-18;78
;San Marino;43.9424;12.4578;2020-11-18;1019
;Sao Tome and Principe;0.1864;6.6131;2020-11-18;920
;Saudi Arabia;23.885942;45.079162;2020-11-18;341515
;Senegal;14.4974;-14.4524;2020-11-18;15433
;Serbia;44.0165;21.0059;2020-11-18;0
;Seychelles;-4.6796;55.492;2020-11-18;157
;Sierra Leone;8.460555000000001;-11.779889;2020-11-18;1823
;Singapore;1.2833;103.8333;2020-11-18;58046
;Slovakia;48.669;19.699;2020-11-18;35924
;Slovenia;46.1512;14.9955;2020-11-18;38507
;Solomon Islands;-9.6457;160.1562;2020-11-18;5
;Somalia;5.152149;46.199616;2020-11-18;3384
;South Africa;-30.5595;22.9375;2020-11-18;701534
;South Sudan;6.877000000000001;31.307;2020-11-18;1290
;Spain;40.463667;-3.7492199999999998;2020-11-18;150376
;Sri Lanka;7.873054;80.77179699999999;2020-11-18;12587
;Sudan;12.8628;30.2176;2020-11-18;9609
;Suriname;3.9193;-56.0278;2020-11-18;5158
;Sweden;60.128161;18.643501;2020-11-18;0
;Switzerland;46.8182;8.2275;2020-11-18;169100
;Syria;34.8021;38.9968;2020-11-18;2868
;Taiwan*;23.7;121.0;2020-11-18;541
;Tajikistan;38.861;71.2761;2020-11-18;11105
;Tanzania;-6.369028;34.888822;2020-11-18;183
;Thailand;15.870032;100.992541;2020-11-18;3742
;Timor-Leste;-8.8742;125.7275;2020-11-18;30
;Togo;8.6195;0.8248;2020-11-18;2058
;Trinidad and Tobago;10.6918;-61.2225;2020-11-18;5505
;Tunisia;33.886917;9.537499;2020-11-18;58229
;Turkey;38.9637;35.2433;2020-11-18;361655
;US;40.0;-100.0;2020-11-18;4350789
;Uganda;1.373333;32.290275;2020-11-18;8394
;Ukraine;48.3794;31.1656;2020-11-18;270269
;United Arab Emirates;23.424076;53.847818000000004;2020-11-18;145537
Anguilla;United Kingdom;18.2206;-63.0686;2020-11-18;3
Bermuda;United Kingdom;32.3078;-64.7505;2020-11-18;196
British Virgin Islands;United Kingdom;18.4207;-64.64;2020-11-18;70
Cayman Islands;United Kingdom;19.3133;-81.2546;2020-11-18;243
Channel Islands;United Kingdom;49.3723;-2.3644;2020-11-18;852
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2020-11-18;13
Gibraltar;United Kingdom;36.1408;-5.3536;2020-11-18;790
Isle of Man;United Kingdom;54.2361;-4.5481;2020-11-18;332
Montserrat;United Kingdom;16.742498;-62.187366000000004;2020-11-18;12
Turks and Caicos Islands;United Kingdom;21.694000000000003;-71.7979;2020-11-18;695
;United Kingdom;55.3781;-3.4360000000000004;2020-11-18;0
;Uruguay;-32.5228;-55.7658;2020-11-18;3404
;Uzbekistan;41.377491;64.585262;2020-11-18;68123
;Vanuatu;-15.3767;166.9592;2020-11-18;0
;Venezuela;6.4238;-66.5897;2020-11-18;93390
;Vietnam;14.058323999999999;108.277199;2020-11-18;1124
;West Bank and Gaza;31.9522;35.2332;2020-11-18;56843
;Western Sahara;24.2155;-12.8858;2020-11-18;8
;Yemen;15.552726999999999;48.516388;2020-11-18;1417
;Zambia;-13.133897;27.849332;2020-11-18;16495
;Zimbabwe;-19.015438;29.154857;2020-11-18;8184
;Afghanistan;33.93911;67.709953;2020-11-19;35350
;Albania;41.1533;20.1683;2020-11-19;14565
;Algeria;28.0339;1.6596;2020-11-19;46962
;Andorra;42.5063;1.5218;2020-11-19;5127
;Angola;-11.2027;17.8739;2020-11-19;7062
;Antigua and Barbuda;17.0608;-61.7964;2020-11-19;127
;Argentina;-38.4161;-63.6167;2020-11-19;1167514
;Armenia;40.0691;45.0382;2020-11-19;88388
Australian Capital Territory;Australia;-35.4735;149.0124;2020-11-19;111
New South Wales;Australia;-33.8688;151.2093;2020-11-19;3170
Northern Territory;Australia;-12.4634;130.8456;2020-11-19;39
Queensland;Australia;-27.4698;153.0251;2020-11-19;1171
South Australia;Australia;-34.9285;138.6007;2020-11-19;512
Tasmania;Australia;-42.8821;147.3272;2020-11-19;217
Victoria;Australia;-37.8136;144.9631;2020-11-19;19524
Western Australia;Australia;-31.9505;115.8605;2020-11-19;767
;Austria;47.5162;14.5501;2020-11-19;149541
;Azerbaijan;40.1431;47.5769;2020-11-19;59465
;Bahamas;25.025885;-78.035889;2020-11-19;5516
;Bahrain;26.0275;50.55;2020-11-19;83244
;Bangladesh;23.685;90.3563;2020-11-19;356722
;Barbados;13.1939;-59.5432;2020-11-19;241
;Belarus;53.7098;27.9534;2020-11-19;99584
;Belgium;50.8333;4.469936;2020-11-19;0
;Belize;17.1899;-88.4976;2020-11-19;2743
;Benin;9.3077;2.3158;2020-11-19;2579
;Bhutan;27.5142;90.4336;2020-11-19;357
;Bolivia;-16.2902;-63.5887;2020-11-19;118691
;Bosnia and Herzegovina;43.9159;17.6791;2020-11-19;41031
;Botswana;-22.3285;24.6849;2020-11-19;7296
;Brazil;-14.235;-51.9253;2020-11-19;5406066
;Brunei;4.5353;114.7277;2020-11-19;145
;Bulgaria;42.7339;25.4858;2020-11-19;33327
;Burkina Faso;12.2383;-1.5616;2020-11-19;2476
;Burma;21.9162;95.956;2020-11-19;55633
;Burundi;-3.3731;29.9189;2020-11-19;575
;Cabo Verde;16.5388;-23.0418;2020-11-19;9557
;Cambodia;11.55;104.9167;2020-11-19;291
;Cameroon;3.8480000000000003;11.5021;2020-11-19;22177
;Canada;56.1304;-106.3468;2020-11-19;257310
;Central African Republic;6.6111;20.9394;2020-11-19;1924
;Chad;15.4542;18.7322;2020-11-19;1463
;Chile;-35.6751;-71.543;2020-11-19;511874
Anhui;China;31.8257;117.2264;2020-11-19;985
Beijing;China;40.1824;116.4142;2020-11-19;936
Chongqing;China;30.0572;107.874;2020-11-19;583
Fujian;China;26.0789;117.9874;2020-11-19;433
Gansu;China;35.7518;104.2861;2020-11-19;177
Guangdong;China;23.3417;113.4244;2020-11-19;1933
Guangxi;China;23.8298;108.7881;2020-11-19;258
Guizhou;China;26.8154;106.8748;2020-11-19;145
Hainan;China;19.1959;109.7453;2020-11-19;165
Hebei;China;37.8957;114.9042;2020-11-19;363
Heilongjiang;China;47.861999999999995;127.7615;2020-11-19;936
Henan;China;33.882;113.61399999999999;2020-11-19;1261
Hong Kong;China;22.3;114.2;2020-11-19;5233
Hubei;China;30.9756;112.2707;2020-11-19;63628
Hunan;China;27.6104;111.7088;2020-11-19;1015
Inner Mongolia;China;44.0935;113.9448;2020-11-19;288
Jiangsu;China;32.9711;119.455;2020-11-19;668
Jiangxi;China;27.614;115.7221;2020-11-19;934
Jilin;China;43.6661;126.1923;2020-11-19;155
Liaoning;China;41.2956;122.6085;2020-11-19;281
Macau;China;22.1667;113.55;2020-11-19;46
Ningxia;China;37.2692;106.1655;2020-11-19;75
Qinghai;China;35.7452;95.9956;2020-11-19;18
Shaanxi;China;35.1917;108.8701;2020-11-19;443
Shandong;China;36.3427;118.1498;2020-11-19;841
Shanghai;China;31.201999999999998;121.4491;2020-11-19;1223
Shanxi;China;37.5777;112.2922;2020-11-19;213
Sichuan;China;30.6171;102.7103;2020-11-19;744
Tianjin;China;39.3054;117.323;2020-11-19;276
Tibet;China;31.6927;88.0924;2020-11-19;1
Xinjiang;China;41.1129;85.2401;2020-11-19;977
Yunnan;China;24.974;101.48700000000001;2020-11-19;210
Zhejiang;China;29.1832;120.0934;2020-11-19;1283
;Colombia;4.5709;-74.2973;2020-11-19;1132393
;Comoros;-11.6455;43.3333;2020-11-19;563
;Congo (Brazzaville);-0.228;15.8277;2020-11-19;3887
;Congo (Kinshasa);-4.0383;21.7587;2020-11-19;11215
;Costa Rica;9.7489;-83.7534;2020-11-19;78851
;Cote d'Ivoire;7.54;-5.5471;2020-11-19;20729
;Croatia;45.1;15.2;2020-11-19;74865
;Cuba;21.521757;-77.78116700000001;2020-11-19;7201
;Cyprus;35.1264;33.4299;2020-11-19;2021
;Czechia;49.8175;15.472999999999999;2020-11-19;379380
Faroe Islands;Denmark;61.8926;-6.9118;2020-11-19;495
Greenland;Denmark;71.7069;-42.6043;2020-11-19;18
;Denmark;56.2639;9.5018;2020-11-19;52445
;Diamond Princess;0.0;0.0;2020-11-19;659
;Djibouti;11.8251;42.5903;2020-11-19;5550
;Dominica;15.415;-61.371;2020-11-19;41
;Dominican Republic;18.7357;-70.1627;2020-11-19;111527
;Ecuador;-1.8312;-78.1834;2020-11-19;160639
;Egypt;26.820553000000004;30.802497999999996;2020-11-19;101564
;El Salvador;13.7942;-88.8965;2020-11-19;33757
;Equatorial Guinea;1.6508;10.2679;2020-11-19;4975
;Eritrea;15.1794;39.7823;2020-11-19;456
;Estonia;58.5953;25.0136;2020-11-19;5264
;Eswatini;-26.5225;31.4659;2020-11-19;5831
;Ethiopia;9.145;40.4897;2020-11-19;64983
;Fiji;-17.7134;178.065;2020-11-19;32
;Finland;61.92411;25.748151;2020-11-19;15300
French Guiana;France;3.9339;-53.1258;2020-11-19;9995
French Polynesia;France;-17.6797;149.4068;2020-11-19;4842
Guadeloupe;France;16.265;-61.551;2020-11-19;2242
Martinique;France;14.6415;-61.0242;2020-11-19;98
Mayotte;France;-12.8275;45.166244;2020-11-19;2964
New Caledonia;France;-20.904304999999997;165.618042;2020-11-19;30
Reunion;France;-21.1151;55.5364;2020-11-19;5928
Saint Barthelemy;France;17.9;-62.8333;2020-11-19;94
Saint Pierre and Miquelon;France;46.8852;-56.3159;2020-11-19;12
St Martin;France;18.0708;-63.0501;2020-11-19;598
;France;46.2276;2.2137;2020-11-19;126342
;Gabon;-0.8037;11.6094;2020-11-19;8965
;Gambia;13.4432;-15.3101;2020-11-19;3578
;Georgia;42.3154;43.3569;2020-11-19;73877
;Germany;51.165690999999995;10.451526;2020-11-19;570961
;Ghana;7.9465;-1.0232;2020-11-19;49103
;Greece;39.0742;21.8243;2020-11-19;23074
;Grenada;12.1165;-61.678999999999995;2020-11-19;30
;Guatemala;15.7835;-90.2308;2020-11-19;106305
;Guinea;9.9456;-9.6966;2020-11-19;11689
;Guinea-Bissau;11.8037;-15.1804;2020-11-19;2286
;Guyana;4.860416000000001;-58.93018000000001;2020-11-19;3965
;Haiti;18.9712;-72.2852;2020-11-19;7820
;Holy See;41.9029;12.4534;2020-11-19;15
;Honduras;15.2;-86.2419;2020-11-19;45082
;Hungary;47.1625;19.5033;2020-11-19;36345
;Iceland;64.9631;-19.0208;2020-11-19;4973
;India;20.593684;78.96288;2020-11-19;8428409
;Indonesia;-0.7893;113.9213;2020-11-19;406612
;Iran;32.427908;53.68804599999999;2020-11-19;583704
;Iraq;33.223191;43.679291;2020-11-19;457490
;Ireland;53.1424;-7.6921;2020-11-19;23364
;Israel;31.046051000000002;34.851612;2020-11-19;315930
;Italy;41.87194;12.56738;2020-11-19;498987
;Jamaica;18.1096;-77.2975;2020-11-19;5407
;Japan;36.204824;138.252924;2020-11-19;106074
;Jordan;31.24;36.51;2020-11-19;100280
;Kazakhstan;48.0196;66.9237;2020-11-19;141297
;Kenya;-0.0236;37.9062;2020-11-19;50658
;Korea, South;35.907757000000004;127.766922;2020-11-19;26263
;Kosovo;42.602636;20.902977;2020-11-19;19024
;Kuwait;29.311659999999996;47.481766;2020-11-19;130426
;Kyrgyzstan;41.20438;74.766098;2020-11-19;59362
;Laos;19.856270000000002;102.495496;2020-11-19;23
;Latvia;56.8796;24.6032;2020-11-19;1557
;Lebanon;33.8547;35.8623;2020-11-19;63404
;Lesotho;-29.61;28.2336;2020-11-19;1273
;Liberia;6.4280550000000005;-9.429499;2020-11-19;1331
;Libya;26.3351;17.228331;2020-11-19;46793
;Liechtenstein;47.14;9.55;2020-11-19;865
;Lithuania;55.1694;23.8813;2020-11-19;10008
;Luxembourg;49.8153;6.1296;2020-11-19;19231
;MS Zaandam;0.0;0.0;2020-11-19;0
;Madagascar;-18.766947000000002;46.869107;2020-11-19;16592
;Malawi;-13.2543;34.3015;2020-11-19;5435
;Malaysia;4.210483999999999;101.97576600000001;2020-11-19;38132
;Maldives;3.2028;73.2207;2020-11-19;11475
;Mali;17.570692;-3.9961660000000006;2020-11-19;2997
;Malta;35.9375;14.3754;2020-11-19;6301
;Marshall Islands;7.1315;171.1845;2020-11-19;1
;Mauritania;21.0079;-10.9408;2020-11-19;7554
;Mauritius;-20.348404000000002;57.552152;2020-11-19;433
;Mexico;23.6345;-102.5528;2020-11-19;766361
;Moldova;47.4116;28.3699;2020-11-19;75530
;Monaco;43.7333;7.4167;2020-11-19;497
;Mongolia;46.8625;103.8467;2020-11-19;335
;Montenegro;42.708678000000006;19.37439;2020-11-19;18744
;Morocco;31.7917;-7.0926;2020-11-19;257992
;Mozambique;-18.6657;35.5296;2020-11-19;12849
;Namibia;-22.9576;18.4904;2020-11-19;13182
;Nepal;28.1667;84.25;2020-11-19;185638
Aruba;Netherlands;12.5211;-69.9683;2020-11-19;4569
Bonaire, Sint Eustatius and Saba;Netherlands;12.1784;-68.2385;2020-11-19;151
Curacao;Netherlands;12.1696;-68.99;2020-11-19;968
Sint Maarten;Netherlands;18.0425;-63.0548;2020-11-19;878
;Netherlands;52.1326;5.2913;2020-11-19;0
;New Zealand;-40.9006;174.886;2020-11-19;1948
;Nicaragua;12.865416;-85.207229;2020-11-19;4225
;Niger;17.607789;8.081666;2020-11-19;1153
;Nigeria;9.082;8.6753;2020-11-19;61573
;North Macedonia;41.6086;21.7453;2020-11-19;30204
;Norway;60.472;8.4689;2020-11-19;17998
;Oman;21.512583;55.923255000000005;2020-11-19;112406
;Pakistan;30.3753;69.3451;2020-11-19;327542
;Panama;8.538;-80.7821;2020-11-19;131315
;Papua New Guinea;-6.314993;143.95555;2020-11-19;586
;Paraguay;-23.4425;-58.4438;2020-11-19;53060
;Peru;-9.19;-75.0152;2020-11-19;871534
;Philippines;12.879721;121.77401699999999;2020-11-19;374939
;Poland;51.9194;19.1451;2020-11-19;361886
;Portugal;39.3999;-8.2245;2020-11-19;157924
;Qatar;25.3548;51.1839;2020-11-19;133691
;Romania;45.9432;24.9668;2020-11-19;269590
;Russia;61.52401;105.31875600000001;2020-11-19;1514945
;Rwanda;-1.9403;29.8739;2020-11-19;5137
;Saint Kitts and Nevis;17.357822;-62.782998;2020-11-19;19
;Saint Lucia;13.9094;-60.9789;2020-11-19;60
;Saint Vincent and the Grenadines;12.9843;-61.2872;2020-11-19;78
;San Marino;43.9424;12.4578;2020-11-19;1019
;Sao Tome and Principe;0.1864;6.6131;2020-11-19;920
;Saudi Arabia;23.885942;45.079162;2020-11-19;341956
;Senegal;14.4974;-14.4524;2020-11-19;15440
;Serbia;44.0165;21.0059;2020-11-19;0
;Seychelles;-4.6796;55.492;2020-11-19;159
;Sierra Leone;8.460555000000001;-11.779889;2020-11-19;1823
;Singapore;1.2833;103.8333;2020-11-19;58052
;Slovakia;48.669;19.699;2020-11-19;38695
;Slovenia;46.1512;14.9955;2020-11-19;40153
;Solomon Islands;-9.6457;160.1562;2020-11-19;5
;Somalia;5.152149;46.199616;2020-11-19;3384
;South Africa;-30.5595;22.9375;2020-11-19;702544
;South Sudan;6.877000000000001;31.307;2020-11-19;1290
;Spain;40.463667;-3.7492199999999998;2020-11-19;150376
;Sri Lanka;7.873054;80.77179699999999;2020-11-19;12903
;Sudan;12.8628;30.2176;2020-11-19;9670
;Suriname;3.9193;-56.0278;2020-11-19;5161
;Sweden;60.128161;18.643501;2020-11-19;0
;Switzerland;46.8182;8.2275;2020-11-19;180700
;Syria;34.8021;38.9968;2020-11-19;2924
;Taiwan*;23.7;121.0;2020-11-19;545
;Tajikistan;38.861;71.2761;2020-11-19;11148
;Tanzania;-6.369028;34.888822;2020-11-19;183
;Thailand;15.870032;100.992541;2020-11-19;3745
;Timor-Leste;-8.8742;125.7275;2020-11-19;30
;Togo;8.6195;0.8248;2020-11-19;2101
;Trinidad and Tobago;10.6918;-61.2225;2020-11-19;5531
;Tunisia;33.886917;9.537499;2020-11-19;58229
;Turkey;38.9637;35.2433;2020-11-19;364573
;US;40.0;-100.0;2020-11-19;4410709
;Uganda;1.373333;32.290275;2020-11-19;8426
;Ukraine;48.3794;31.1656;2020-11-19;278190
;United Arab Emirates;23.424076;53.847818000000004;2020-11-19;146469
Anguilla;United Kingdom;18.2206;-63.0686;2020-11-19;3
Bermuda;United Kingdom;32.3078;-64.7505;2020-11-19;200
British Virgin Islands;United Kingdom;18.4207;-64.64;2020-11-19;70
Cayman Islands;United Kingdom;19.3133;-81.2546;2020-11-19;243
Channel Islands;United Kingdom;49.3723;-2.3644;2020-11-19;869
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2020-11-19;13
Gibraltar;United Kingdom;36.1408;-5.3536;2020-11-19;802
Isle of Man;United Kingdom;54.2361;-4.5481;2020-11-19;332
Montserrat;United Kingdom;16.742498;-62.187366000000004;2020-11-19;12
Turks and Caicos Islands;United Kingdom;21.694000000000003;-71.7979;2020-11-19;698
;United Kingdom;55.3781;-3.4360000000000004;2020-11-19;0
;Uruguay;-32.5228;-55.7658;2020-11-19;3479
;Uzbekistan;41.377491;64.585262;2020-11-19;68123
;Vanuatu;-15.3767;166.9592;2020-11-19;0
;Venezuela;6.4238;-66.5897;2020-11-19;93691
;Vietnam;14.058323999999999;108.277199;2020-11-19;1142
;West Bank and Gaza;31.9522;35.2332;2020-11-19;57469
;Western Sahara;24.2155;-12.8858;2020-11-19;8
;Yemen;15.552726999999999;48.516388;2020-11-19;1428
;Zambia;-13.133897;27.849332;2020-11-19;16591
;Zimbabwe;-19.015438;29.154857;2020-11-19;8195
;Afghanistan;33.93911;67.709953;2020-11-20;35370
;Albania;41.1533;20.1683;2020-11-20;15055
;Algeria;28.0339;1.6596;2020-11-20;47581
;Andorra;42.5063;1.5218;2020-11-20;5239
;Angola;-11.2027;17.8739;2020-11-20;7117
;Antigua and Barbuda;17.0608;-61.7964;2020-11-20;127
;Argentina;-38.4161;-63.6167;2020-11-20;1177819
;Armenia;40.0691;45.0382;2020-11-20;90754
Australian Capital Territory;Australia;-35.4735;149.0124;2020-11-20;111
New South Wales;Australia;-33.8688;151.2093;2020-11-20;3173
Northern Territory;Australia;-12.4634;130.8456;2020-11-20;39
Queensland;Australia;-27.4698;153.0251;2020-11-20;1171
South Australia;Australia;-34.9285;138.6007;2020-11-20;513
Tasmania;Australia;-42.8821;147.3272;2020-11-20;217
Victoria;Australia;-37.8136;144.9631;2020-11-20;19525
Western Australia;Australia;-31.9505;115.8605;2020-11-20;772
;Austria;47.5162;14.5501;2020-11-20;156483
;Azerbaijan;40.1431;47.5769;2020-11-20;60869
;Bahamas;25.025885;-78.035889;2020-11-20;5516
;Bahrain;26.0275;50.55;2020-11-20;83416
;Bangladesh;23.685;90.3563;2020-11-20;358431
;Barbados;13.1939;-59.5432;2020-11-20;241
;Belarus;53.7098;27.9534;2020-11-20;100749
;Belgium;50.8333;4.469936;2020-11-20;0
;Belize;17.1899;-88.4976;2020-11-20;2760
;Benin;9.3077;2.3158;2020-11-20;2579
;Bhutan;27.5142;90.4336;2020-11-20;358
;Bolivia;-16.2902;-63.5887;2020-11-20;119029
